5849636,2008,1,8,5,1,35,2008-01-08 05:01:35.000,2052,12825,,DR6,BestDR6,casjobs,0.013,0,1,1925763,0,1,1,1,1
5850023,2008,2,14,8,2,8,2008-02-14 08:02:08.000,2052,12825,,DR6,BestDR6,casjobs,7.9999998E-2,0,1,1925919,0,1,1,1,1
^C
haleyyew@whisky:dataset$ awk -F, '$10 == 12825 { print }' sqllog.csv
2781,2008,1,8,7,1,41,2008-01-08 07:01:41.000,2052,12825,,SQL001DBHost,MyDB,casjobs,1.6000001E-2,0,0,3658,0,1,1,1,1
2831,2008,1,8,7,1,41,2008-01-08 07:01:41.000,2052,12825,,SQL001DBHost,MyDB,casjobs,0.123,0,17269,3767,0,1,1,1,1
2832,2008,1,8,7,1,55,2008-01-08 07:01:55.000,2052,12825,,SQL001DBHost,MyDB,casjobs,0.75,0,17269,3767,0,1,1,1,1
4235,2008,1,8,7,1,50,2008-01-08 07:01:50.000,2052,12825,,DR6 long,BestDR6,casjobs,174.54601,0,0,5052,0,1,1,1,1
4613,2008,1,8,7,1,54,2008-01-08 07:01:54.000,2052,12825,,SQL001DBHost,MyDB,casjobs,7.5999998E-2,0,0,10651,0,1,1,1,1
5008,2008,1,8,7,1,41,2008-01-08 07:01:41.000,2052,12825,,SQL001DBHost,MyDB,casjobs,0.033,0,0,3373,0,1,1,1,1
5009,2008,1,8,7,1,54,2008-01-08 07:01:54.000,2052,12825,,SQL001DBHost,MyDB,casjobs,7.9999998E-2,0,0,3373,0,1,1,1,1
5441,2008,1,8,7,1,41,2008-01-08 07:01:41.000,2052,12825,,SQL001DBHost,MyDB,casjobs,0.046,0,0,4498,0,1,1,1,1
8590,2008,1,8,7,1,4,2008-01-08 07:01:04.000,2052,12825,,DR6targ long,TargDR6,casjobs,119.923,0,0,4894,0,1,1,1,1
18840,2008,1,8,7,1,55,2008-01-08 07:01:55.000,2052,12825,,SQL001DBHost,MyDB,casjobs,0,0,0,8453,0,1,1,1,1
56300,2008,5,9,14,5,27,2008-05-09 14:05:27.000,2040,12825,cas.sdss.org,SDSSSQL018,BestDR6,astro,0,0,1,70336,0,1,1,1,1
5016867,2008,1,8,5,1,30,2008-01-08 05:01:30.000,2052,12825,,SQL001DBHost,MYDB,casjobs,5.0000001E-2,0,99999999,1891795,1,1,1,1,1
5111548,2008,1,8,5,1,3,2008-01-08 05:01:03.000,2052,12825,,DR6,BestDR6,casjobs,0.22,0,3,41232459,0,1,1,1,1
5111814,2008,1,8,7,1,1,2008-01-08 07:01:01.000,2052,12825,,SQL001DBHost,MYDB,casjobs,2.9999999E-2,0,1,41232617,0,1,1,1,1
5111934,2008,1,7,12,1,10,2008-01-07 12:01:10.000,2052,12825,,SQL001DBHost,MYDB,casjobs,6.3000001E-2,0,1,41232904,0,1,1,1,1
5113974,2008,2,14,8,2,54,2008-02-14 08:02:54.000,2052,12825,,DR6,BestDR6,casjobs,5.9999999E-2,0,1,41234177,0,1,1,1,1
5113975,2008,1,8,5,1,28,2008-01-08 05:01:28.000,2052,12825,,DR6,BestDR6,casjobs,0.013,0,1,41234177,0,1,1,1,1
